iter	Logloss
314	0.2122155341
315	0.2115731489
316	0.2110021284
317	0.2103058085
318	0.209678947
319	0.2087168188
320	0.2079188478
321	0.2074053647
322	0.2067386896
323	0.2062389621
324	0.205545721
325	0.2048384899
326	0.2041531429
327	0.2034309112
328	0.2028043122
329	0.2018802618
330	0.201222988
331	0.2006341866
332	0.2000047812
333	0.19943919
334	0.1989193464
335	0.1983658343
336	0.1977507074
337	0.1973190163
338	0.1968284551
339	0.1962621206
340	0.1954326243
341	0.1947862001
342	0.1940627036
343	0.1935885539
344	0.1929946211
345	0.1924222414
346	0.1917296125
347	0.1910822358
348	0.1902817795
349	0.1898256871
350	0.1892863987
351	0.1886698859
352	0.1881347837
353	0.1874058172
354	0.1867590576
355	0.1860727354
356	0.1854370581
357	0.1848776644
358	0.1842693969
359	0.1838440722
360	0.1831458324
361	0.1825408793
362	0.1819655543
363	0.1815674303
364	0.1811207207
365	0.1805470445
366	0.1798484147
367	0.1791449637
368	0.1786024502
369	0.1782360344
370	0.1776025839
371	0.1773774297
372	0.1767799159
373	0.1762881251
374	0.1758052772
375	0.1752742265
376	0.1746633378
377	0.1740775734
378	0.173707704
379	0.1731991435
380	0.172682937
381	0.1721953362
382	0.1717772758
383	0.1713013432
384	0.170859835
385	0.1704381485
386	0.1700557335
387	0.1696388371
388	0.1691784312
389	0.1685551648
390	0.1680459829
391	0.1677008396
392	0.1672322636
393	0.1667615777
394	0.1661109331
395	0.1657210785
396	0.1653027276
397	0.1647179831
398	0.1642688431
399	0.163781479
400	0.1633172141
401	0.1630470857
402	0.1626244583
403	0.1621086279
404	0.1616755519
405	0.1612773709
406	0.1607744013
407	0.1604386599
408	0.1597633638
409	0.1591894357
410	0.1586927573
411	0.1582626067
412	0.157908771
413	0.157392866
414	0.1568971055
415	0.1562580639
416	0.1558829332
417	0.155353852
418	0.154958742
419	0.154553007
420	0.1540760793
421	0.1535589534
422	0.1531420002
423	0.1527649856
424	0.1524283901
425	0.1518849708
426	0.151469477
427	0.1510541608
428	0.1506351272
429	0.1502235307
430	0.1497826529
431	0.1494057205
432	0.1491043807
433	0.1486798217
434	0.1482243758
435	0.147791588
436	0.1473408267
437	0.146973688
438	0.14657682
439	0.146230084
440	0.1458689181
441	0.1454530035
442	0.1449753781
443	0.1443818898
444	0.1440531947
445	0.1437019616
446	0.1432372968
447	0.142857075
448	0.1425765047
449	0.1421359757
450	0.1417415257
451	0.141345536
452	0.1409441199
453	0.1406995506
454	0.1403464375
455	0.1399940198
456	0.1396696794
457	0.1393364098
458	0.1389877567
459	0.1385958249
460	0.1381826478
461	0.1376853939
462	0.1374002592
463	0.1369176919
464	0.1365084867
465	0.1362274034
466	0.1357699721
467	0.1354666526
468	0.1351987512
469	0.134803933
470	0.1344736505
471	0.1339555025
472	0.1337492903
473	0.1332530618
474	0.1330261537
475	0.132613044
476	0.1321934255
477	0.1318881064
478	0.1315376548
479	0.131196718
480	0.1307678129
481	0.1303645879
482	0.1300708019
483	0.1298106209
484	0.1294455942
485	0.1291438695
486	0.1288697681
487	0.1285068535
488	0.1282831619
489	0.1279423919
490	0.1275897083
491	0.1272067165
492	0.1269369289
493	0.1266786348
494	0.1263574103
495	0.1261106097
496	0.1257700748
497	0.1254331566
498	0.125162913
499	0.1248344103
500	0.1245332548
501	0.124141615
502	0.1237510214
503	0.1234117605
504	0.1231554781
505	0.1227746308
506	0.1225852602
507	0.1222949484
508	0.1220033168
509	0.1217364664
510	0.121432588
511	0.1210320887
512	0.1207307108
513	0.1202982655
514	0.1199602554
515	0.119596159
516	0.119401195
517	0.1190478518
518	0.1188831142
519	0.1184929032
520	0.118242703
521	0.1179339265
522	0.1175820885
523	0.1172078489
524	0.1168947173
525	0.1165701283
526	0.1163011938
527	0.1159967402
528	0.1156915562
529	0.1154866472
530	0.1152707861
531	0.1149479787
532	0.1147733248
533	0.1145461066
534	0.1142707539
535	0.113983469
536	0.11379646
537	0.1135692527
538	0.1133358716
539	0.1130939127
540	0.1127824093
541	0.1125279012
542	0.1123696293
543	0.1121192682
544	0.1119354366
545	0.1116958737
546	0.111460698
547	0.1112730851
548	0.1110273448
549	0.1108696362
550	0.1105428989
551	0.1102965768
552	0.1100654266
553	0.1098023851
554	0.109585477
555	0.1093585577
556	0.1091806353
557	0.1088421529
558	0.1085037274
559	0.1081595854
560	0.1079595611
561	0.107717377
562	0.107427137
563	0.1071599001
564	0.1068633258
565	0.1065576011
566	0.1062603362
567	0.1060320861
568	0.1058155623
569	0.1054487887
570	0.1052255045
571	0.1049373168
572	0.1046775223
573	0.104437855
574	0.104158979
575	0.1038863181
576	0.1037104781
577	0.1034789529
578	0.1033353264
579	0.1030631613
580	0.1028454433
581	0.1025773653
582	0.102250474
583	0.1020420433
584	0.1017935388
585	0.1015177844
586	0.1012426771
587	0.1010496651
588	0.1007602708
589	0.1004791637
590	0.1002668477
591	0.1000140072
592	0.09975773806
593	0.09942031349
594	0.09917236411
595	0.09893930598
596	0.09875863488
597	0.09848192807
598	0.09826699048
599	0.0981518153
600	0.09798932067
601	0.09772640823
602	0.09746531481
603	0.0972125317
604	0.09701538286
605	0.09680854041
606	0.09659715952
607	0.09641567615
608	0.09620549865
609	0.09601455706
610	0.0958424183
611	0.09567678747
612	0.0954525441
613	0.09519648517
614	0.09493609062
615	0.09470361558
616	0.09442009626
617	0.094304353
618	0.09414774209
619	0.0938789019
620	0.09358272135
621	0.09335770382
622	0.09314602416
623	0.0928993146
624	0.09278762845
625	0.09258947999
626	0.09248111289
627	0.09231465021
628	0.09214584637
629	0.09190834308
630	0.09169106086
631	0.09149392422
632	0.09132479668
633	0.09114755309
634	0.09090233759
635	0.0907597172
636	0.09060800988
637	0.09032329779
638	0.09012737247
639	0.08995574904
640	0.08974631487
641	0.08954692505
642	0.08927527434
643	0.08901678698
644	0.08877933328
645	0.08849479803
646	0.08834741629
647	0.08807651569
648	0.08794251346
649	0.08758668788
650	0.08744113139
651	0.08728677947
652	0.08713723708
653	0.08693662342
654	0.08681607416
655	0.08662067227
656	0.08642722961
657	0.08622970238
658	0.08612866951
659	0.08593328027
660	0.08575601366
661	0.08557545472
662	0.08535897451
663	0.08515608629
664	0.08493787952
665	0.08475665632
666	0.08452404809
667	0.08431165976
668	0.08407379986
669	0.08389520019
670	0.08377769681
671	0.08355124816
672	0.08340098282
673	0.0831493498
674	0.08293561861
675	0.08275046753
676	0.08246161659
677	0.08225193363
678	0.08208718064
679	0.08187959818
680	0.08173049368
681	0.08156532462
682	0.08143784014
683	0.08121425996
684	0.08095996114
685	0.08082709796
686	0.08066457108
687	0.08047223194
688	0.08020664757
689	0.07995188374
690	0.07981226167
691	0.07968921714
692	0.07954790454
693	0.07939887989
694	0.0792613855
695	0.07906064812
696	0.07887574337
697	0.07873795098
698	0.07855959177
699	0.0784274354
700	0.07828456598
701	0.07809095819
702	0.07792795622
703	0.07777933636
704	0.07761927799
705	0.07740351542
706	0.07718950897
707	0.077120961
708	0.07701050443
709	0.07686850214
710	0.07655703627
711	0.07630332167
712	0.07611978597
713	0.07600098223
714	0.07587069983
715	0.07573866032
716	0.07563726711
717	0.0754906758
718	0.07534607254
719	0.07513326205
720	0.07496298307
721	0.0748018145
722	0.07462314697
723	0.07445948367
724	0.07439157046
725	0.07423187825
726	0.07406777961
727	0.07387643235
728	0.07372555156
729	0.07356562359
730	0.07331270779
731	0.07309472121
732	0.07292949792
733	0.072760968
734	0.07267026684
735	0.07251712433
736	0.07236041311
737	0.07217526542
738	0.07203039576
739	0.07190348405
740	0.07172549808
741	0.07151888631
742	0.07133292601
743	0.07118356835
744	0.0710831905
745	0.07096345859
746	0.07081466024
747	0.07073306824
748	0.07061521129
749	0.07050009847
750	0.07032444992
751	0.07021605991
752	0.07009456315
753	0.06991407551
754	0.06972841021
755	0.06960149355
756	0.06942026601
757	0.06928918562
758	0.06914135603
759	0.06889738762
760	0.06881413371
761	0.06868650706
762	0.0685598005
763	0.06842183852
764	0.06824797876
765	0.06806792497
766	0.06797474376
767	0.06784237572
768	0.06766434913
769	0.06752099097
770	0.06739971092
771	0.06725527057
772	0.06708102766
773	0.06695994634
774	0.06682824215
775	0.06672120865
776	0.06663363596
777	0.06648507735
778	0.06632091522
779	0.06618871255
780	0.06605338529
781	0.06595087232
782	0.06585522505
783	0.06566112239
784	0.06551721164
785	0.06538275041
786	0.06519585455
787	0.06501336828
788	0.06481432342
789	0.06465776091
790	0.06453408829
791	0.0644385926
792	0.06433249251
793	0.06419597916
794	0.06410272193
795	0.06397559735
796	0.06391570125
797	0.06380016482
798	0.06369335376
799	0.06354363982
800	0.06340637961
801	0.06328867601
802	0.06318084053
803	0.06307371479
804	0.06298133315
805	0.06287200847
806	0.0626748127
807	0.06254382815
808	0.06240987533
809	0.06229785114
810	0.06220195436
811	0.06205754294
812	0.06194556229
813	0.0617971843
814	0.06166219412
815	0.06154917307
816	0.06143496796
817	0.06133337255
818	0.06116908293
819	0.0610554317
820	0.06092182834
821	0.06082858974
822	0.06073334967
823	0.06065181177
824	0.06050468563
825	0.06034372415
826	0.06022190789
827	0.06012180376
828	0.06003960505
829	0.05992203317
830	0.05978124149
831	0.05965848143
832	0.05947846973
833	0.05938993473
834	0.05928681856
835	0.05917130365
836	0.05907543664
837	0.05892660412
838	0.05878633296
839	0.05869135261
840	0.05852853909
841	0.05838024809
842	0.05827553384
843	0.05818401864
844	0.05804197452
845	0.05796027763
846	0.05784380638
847	0.05766114943
848	0.05757056987
849	0.05747065496
850	0.05732667507
851	0.05722432874
852	0.05705761213
853	0.05693709
854	0.05679280902
855	0.0566796029
856	0.0565599004
857	0.05643927962
858	0.05631150401
859	0.05618779913
860	0.05607386004
861	0.05594790672
862	0.05584532796
863	0.05579491691
864	0.05565851804
865	0.05554059834
866	0.05544237817
867	0.05533535187
868	0.05523850017
869	0.0551002425
870	0.05500608284
871	0.05489731832
872	0.05477908601
873	0.05466904134
874	0.05453951853
875	0.05444382662
876	0.05430084487
877	0.05421394035
878	0.05411667963
879	0.05402931726
880	0.05395390626
881	0.05381930606
882	0.05373543741
883	0.05364395493
884	0.05352591253
885	0.05341424736
886	0.0532909839
887	0.05321629151
888	0.0531402186
889	0.05304505982
890	0.05293072497
891	0.05283982442
892	0.05271219681
893	0.05261471503
894	0.05252989764
895	0.05243573814
896	0.05232942206
897	0.05225493677
898	0.05215190775
899	0.05205034817
900	0.0519499894
901	0.05182462254
902	0.05170883755
903	0.05162379791
904	0.05155359365
905	0.05145068083
906	0.05128842768
907	0.05121464864
908	0.05108835566
909	0.05102216709
910	0.05089887341
911	0.0507846414
912	0.05061812002
913	0.05051441269
914	0.0504319067
915	0.05031268605
916	0.05023962884
917	0.05012575787
918	0.0500367535
919	0.04993647406
920	0.0498076656
921	0.04975352332
922	0.04966900808
923	0.0496007317
924	0.04947941155
925	0.0493981693
926	0.04930738001
927	0.04921652939
928	0.04912657135
929	0.04903051828
930	0.04895967646
931	0.04880182386
932	0.04868004823
933	0.04861369124
934	0.04850181454
935	0.0484294019
936	0.04837114063
937	0.04828885616
938	0.04818795584
939	0.04809324346
940	0.04800489224
941	0.04793435708
942	0.04780713764
943	0.04773975583
944	0.04763786971
945	0.04755334529
946	0.0474223541
947	0.04731414622
948	0.0472410464
949	0.04715978017
950	0.04705551326
951	0.04698962969
952	0.04692026785
953	0.0468561319
954	0.0467571497
955	0.04666948713
956	0.04660051386
957	0.04650931997
958	0.04641540737
959	0.04632372415
960	0.04621829615
961	0.04611250046
962	0.04602628244
963	0.04590635994
964	0.04582394735
965	0.04574536423
966	0.04567279435
967	0.04558771368
968	0.04550931039
969	0.04543124223
970	0.0453571062
971	0.04526704454
972	0.04516910745
973	0.045073477
974	0.04499430509
975	0.04485664067
976	0.04480143039
977	0.04473768947
978	0.0446505293
979	0.04457618134
980	0.0445073628
981	0.04441588866
982	0.04433976137
983	0.04426831462
984	0.04415911031
985	0.04410185776
986	0.04403615127
987	0.04392110712
988	0.04383926587
989	0.04376186345
990	0.04367298719
991	0.04359824973
992	0.04352960383
993	0.04344898954
994	0.04338179971
995	0.04332580193
996	0.04322754013
997	0.04312451102
998	0.04303377296
999	0.04292680656
