Sample;Hominidae;Rhamnaceae;Accipitridae;Salmonidae;Hylobatidae;Aotidae;Cercopithecidae;Brassicaceae;Sciuridae;Rosaceae;Penaeidae;Cebidae;Suidae;Molossidae;Cyprinidae;Musaceae;Comatulidae;Pipridae;Canidae;Solanaceae;Serrasalmidae;Poaceae;Veneridae;Aspergillaceae;Phrymaceae;Euphorbiaceae;Microbiotheriidae;Myrtaceae;Felidae;Debaryomycetaceae;Rajidae;Arecaceae;Protopteridae;Danionidae;Oleaceae;Apidae;Muscidae;Juglandaceae;Hypoxylaceae;Geoemydidae;Tephritidae;Apiaceae;Fabaceae;Erinaceidae;Ostreidae;Muridae;Malvaceae;Sclerotiniaceae;Dermochelyidae;Phasianidae;Diopsidae;Cicadellidae;Amborellaceae;Drosophilidae;Anacardiaceae;Chenopodiaceae;Cynocephalidae;Vitaceae;Sciaridae;Hyalellidae;Cambaridae;Bovidae;Phyllostomidae;Asteraceae;Rhinolophidae;Hyaenidae;Rutaceae;Orycteropodidae;Salicaceae;Cucurbitaceae;Pulicidae;Pedaliaceae;Siphonopidae;Braconidae;Didelphidae;Acipenseridae;Paridae;Spalacidae;Cannabaceae;Cricetidae;Ursidae;Vombatidae;Strongyloididae;Cichlidae;Theaceae;Herpotrichiellaceae;Delphinidae;Pediculidae;Odobenidae;Teratosphaeriaceae;Tarsiidae;Octopodidae;Camelidae;Rhinocerotidae;Nelumbonaceae;Macroscelididae;Aphididae;Zingiberaceae;Tupaiidae;Numididae;Heteromyidae;Elapidae;Threskiornithidae;Physeteridae;Ixodidae;Pangasiidae;Anelloviridae;Phocidae;Dipodidae;Trochilidae;Gekkonidae;Bromeliaceae;Turdidae;Muscicapidae;Adrianichthyidae;Halictidae;Polypteridae;Columbidae;Apogonidae;Viperidae;Figitidae;Psittacidae;Otariidae;Lamiaceae;Scyliorhinidae;Schistosomatidae;Mustelidae;Formicidae;Cuculidae;Orchidaceae;Asparagaceae;Glossiphoniidae;Herpestidae;Vespertilionidae;Gobiidae;Diprionidae;Emydidae;Culicidae;Funariaceae;Cheirogaleidae;Acrididae;Papaveraceae;Characidae;Fagaceae;Aleyrodidae;Mugilidae;Alopiidae;Colubridae;Convolvulaceae;Phalangeridae;Nectriaceae;Balsaminaceae;Pteropodidae;Eresidae;Moraceae;Megalonychidae;Ambassidae;Eurypygidae;Diaporthaceae;Pentatomidae;Xenocyprididae;Caricaceae;Nephropidae;Pipidae;Phascolarctidae;Balaenopteridae;Chrysopidae;Dermophiidae;Peltospiridae;Cosmopterigidae;Anatidae;Pithoviridae;Vicinamibacteraceae;Apusomonadidae;Bruguierivoracaceae;Xanthomonadaceae;Sutterellaceae;Orbaceae;Bartonellaceae;Pseudoalteromonadaceae;Beijerinckiaceae;Maricaulaceae;Metamycoplasmataceae;Yersiniaceae;Rhodanobacteraceae;Acanthopleuribacteraceae;Hydrogenothermaceae;Fastidiosibacteraceae;Ferrimonadaceae;Fervidobacteriaceae;Zoogloeaceae;Roseobacteraceae;Acidithiobacillaceae;Salinisphaeraceae;Methylobacteriaceae;Chrysiogenaceae;Bradyrhizobiaceae;Holophagaceae;Thalassospiraceae;Desulfurobacteriaceae;Rhodovibrionaceae;Cardiobacteriaceae;Rhodobacteraceae;Afifellaceae;Vibrionaceae;Acidobacteriaceae;Aquificaceae;Alcanivoracaceae;Rhodospirillaceae;Aeromonadaceae;Calditrichaceae;Azospirillaceae;Chromatiaceae;Burkholderiaceae;Boseaceae;Thermotogaceae;Treponemataceae;Pseudomonadaceae;Pasteurellaceae;Legionellaceae;Oxalobacteraceae;Hydrogenophilaceae;Acetobacteraceae;Microbulbiferaceae;Enterobacteriaceae;Nitrobacteraceae;Mycoplasmoidaceae;Moraxellaceae;Erythrobacteraceae;Synergistaceae;Morganellaceae;Elusimicrobiaceae;Phyllobacteriaceae;Mariprofundaceae;Spirochaetaceae;Shewanellaceae;Rickettsiaceae;Pleomorphomonadaceae;Thorselliaceae;Leptotrichiaceae;Fusobacteriaceae;Brachyspiraceae;Stappiaceae;Coprothermobacteraceae;Comamonadaceae;Rhodocyclaceae;Halomonadaceae;Petrotogaceae;Azonexaceae;Sphingosinicellaceae;Brucellaceae;Piscirickettsiaceae;Bryobacteraceae;Idiomarinaceae;Succinivibrionaceae;Pyrinomonadaceae;Caulobacteraceae;Xanthobacteraceae;Leptospiraceae;Sinobacteraceae;Hyphomonadaceae;Borreliaceae;Neomegalonemataceae;Thiobacillaceae;Methanomassiliicoccaceae;Devosiaceae;Neisseriaceae;Pectobacteriaceae;Hyphomicrobiaceae;Oligoflexaceae;Aurantimonadaceae;Kiloniellaceae;Erwiniaceae;Methylothermaceae;Nitrosomonadaceae;Methylophilaceae;Methylocystaceae;Nitrospiraceae;Cellvibrionaceae;Psychromonadaceae;Francisellaceae;Sulfuricellaceae;Bacteriovoracaceae;Sphaerochaetaceae;Endozoicomonadaceae;Kosmotogaceae;Pelagibacteraceae;Alcaligenaceae;Hahellaceae;Deferribacteraceae;Sphingomonadaceae;Rhizobiaceae;Methylococcaceae;Thermodesulfovibrionaceae;Chromobacteriaceae;Acidiferrobacteraceae;Ectothiorhodospiraceae;Thermodesulfobacteriaceae;Wenzhouxiangellaceae;Candidatus Midichloriaceae;Steroidobacteraceae;Lichenibacteriaceae;Alteromonadaceae;Marinobacteraceae;Ahrensiaceae;Thiotrichaceae;Algiphilaceae;Endomicrobiaceae;Coxiellaceae;Geovibrionaceae;Cuniculiplasmataceae;Oceanospirillaceae;Parvibaculaceae;Emcibacteraceae;Sneathiellaceae;Colwelliaceae;Bdellovibrionaceae;Saccharospirillaceae;Terasakiellaceae;Salinarimonadaceae;Stellaceae;Pleioneaceae;Hafniaceae;Chelatococcaceae;Tepidamorphaceae;Moritellaceae;Budviciaceae;Caedimonadaceae;Anaplasmataceae;Thermoanaerobaculaceae;Thioalkalibacteraceae;Mucispirillaceae;Candidatus Methanomethylophilaceae;Ventosimonadaceae;Kangiellaceae;Kordiimonadaceae;Arenicellaceae;Mesoaciditogaceae;Gallionellaceae;Litoricolaceae;Halobacteriovoraceae;Robiginitomaculaceae;Micropepsaceae;Cohaesibacteraceae;Picrophilaceae;Sterolibacteriaceae;Flexistipitaceae;Reyranellaceae;Rectinemataceae;Geminicoccaceae;Aestuariirhabdaceae;Amorphaceae;Halothiobacillaceae;Thermotomaculaceae;Thioprofundaceae;Hexamitidae;Rhodobiaceae;Parvularculaceae;Thioalkalispiraceae;Rhodothalassiaceae;Candidatus Competibacteraceae;Blastochloridaceae;Halieaceae;Temperatibacteraceae;Magnetococcaceae;Breznakiellaceae;Ferrovaceae;Silvanigrellaceae;Blastocatellaceae;Spongiibacteraceae;Dictyoglomaceae;Methanonatronarchaeaceae;Brevinemataceae;Pseudoxanthobacteraceae;Spirillaceae;Woeseiaceae;Calditerrivibrionaceae;Immundisolibacteraceae;Thermithiobacillaceae;Thalassobaculaceae;Thermococcaceae;Vilmaviridae;Acuticoccaceae;Candidatus Paracaedibacteraceae;Zavarziniaceae;Kaistiaceae;Breoghaniaceae;Casjensviridae;Ferroplasmaceae;Porticoccaceae;Iodidimonadaceae;Desulfallaceae;Bacillaceae;Chthonomonadaceae;Planococcaceae;Micrococcaceae;Kiritimatiellaceae;Microviridae;Verrucomicrobiaceae;Propionibacteriaceae;Candidatus Borkfalkiaceae;Entomoplasmataceae;Deinococcaceae;Acidaminococcaceae;Anaerolineaceae;Akkermansiaceae;Nocardiopsaceae;Vallitaleaceae;Picobirnaviridae;Tepidanaerobacteraceae;Methanobacteriaceae;Planctomycetaceae;Mycobacteriaceae;Mycoplasmataceae;Syntrophobacteraceae;Siphoviridae;Promicromonosporaceae;Turicibacteraceae;Glycomycetaceae;Circoviridae;Inoviridae;Ackermannviridae;Geobacteraceae;Peptococcaceae;Staphylococcaceae;Nocardiaceae;Fibrobacteraceae;Christensenellaceae;Lawsonellaceae;Carnobacteriaceae;Streptosporangiaceae;Caldicoprobacteraceae;Enterococcaceae;Coriobacteriaceae;Streptomycetaceae;Haloplasmataceae;Autographiviridae;Gottschalkiaceae;Thermoanaerobacterales Family IV. Incertae Sedis;Spiroplasmataceae;Gordoniaceae;Caldilineaceae;Rhodothermaceae;Halanaerobiaceae;Bogoriellaceae;Nocardioidaceae;Intrasporangiaceae;Lujinxingiaceae;Desulfohalobiaceae;Atopobiaceae;Helicobacteraceae;Gemmataceae;Lactobacillaceae;Desulfovibrionaceae;Syntrophomonadaceae;Oscillospiraceae;Peptostreptococcaceae;Armatimonadaceae;Synechococcaceae;Pumilibacteraceae;Thermoanaerobacterales Family III. Incertae Sedis;Desulfotomaculaceae;Microbacteriaceae;Lachnospiraceae;Streptococcaceae;Bifidobacteriaceae;Dietziaceae;Sporomusaceae;Prochlorotrichaceae;Eubacteriaceae;Thermoanaerobacteraceae;Heliobacteriaceae;Leptolyngbyaceae;Desulfosalsimonadaceae;Veillonellaceae;Victivallaceae;Sporolactobacillaceae;Mimiviridae;Criblamydiaceae;Aerococcaceae;Podoviridae;Thermomonosporaceae;Symbiobacteriaceae;Totiviridae;Micromonosporaceae;Thermaceae;Sulfolobaceae;Conexibacteraceae;Dehalococcoidaceae;Gemmatimonadaceae;Brevibacteriaceae;Dermacoccaceae;Thermoactinomycetaceae;Paenibacillaceae;Retroviridae;Methanosarcinaceae;Clostridiaceae;Nostocaceae;Actinomycetaceae;Proteinivoraceae;Desulfomicrobiaceae;Hapalosiphonaceae;Tombusviridae;Arcobacteraceae;Alicyclobacillaceae;Selenomonadaceae;Pirellulaceae;Erysipelotrichaceae;Myoviridae;Acidimicrobiaceae;Opitutaceae;Corynebacteriaceae;Lacipirellulaceae;Listeriaceae;Coprobacillaceae;Longimicrobiaceae;Acholeplasmataceae;Thermoguttaceae;Defluviitaleaceae;Actinopolysporaceae;Kineosporiaceae;Dermabacteraceae;Pseudanabaenaceae;Peptoniphilaceae;Bianqueaceae;Desulfitobacteriaceae;Corticoviridae;Pseudonocardiaceae;Frankiaceae;Methanococcaceae;Desulfonatronaceae;Eggerthellaceae;Halobacteroidaceae;Isosphaeraceae;Syntrophaceae;Thermincolaceae;Tsukamurellaceae;Dermatophilaceae;Dictyobacteraceae;Egicoccaceae;Euzebyaceae;Catenulisporaceae;Thermosediminibacteraceae;Demequinaceae;Feifaniaceae;Geodermatophilaceae;Sulfurovaceae;Kribbellaceae;Thermodesulfobiaceae;Ktedonobacteraceae;Thermogemmatisporaceae;Gracilibacteraceae;Sedimentisphaeraceae;Herelleviridae;Haloarculaceae;Desulfuromonadaceae;Haloferacaceae;Desulfuribacillaceae;Tissierellaceae;Desulfobulbaceae;Limnochordaceae;Desulfobacteraceae;Nitrospinaceae;Ardenticatenaceae;Scytonemataceae;Campylobacteraceae;Waddliaceae;Anaeroplasmataceae;Caldisericaceae;Puniceicoccaceae;Rubrobacteraceae;Chlamydiaceae;Parvoviridae;Halorubraceae;Chroococcidiopsidaceae;Fimbriimonadaceae;Thermosporotrichaceae;Aphanizomenonaceae;Motilibacteraceae;Yeguiaceae;Desulfarculaceae;Iamiaceae;Gaiellaceae;Prochlorococcaceae;Sulfurospirillaceae;Sanguibacteraceae;Merismopediaceae;Herpesviridae;Cellulomonadaceae;Thermohalobacteraceae;Chamaesiphonaceae;Natrialbaceae;Rarobacteraceae;Ilumatobacteraceae;Nautiliaceae;Desulfofabaceae;Phycodnaviridae;Natranaerobiaceae;Tepidiformaceae;Tepidisphaeraceae;Rubritaleaceae;Nitriliruptoraceae;Methanocorpusculaceae;Tropherymataceae;Syntrophotaleaceae;Aliterellaceae;Baekduiaceae;Simkaniaceae;Jiangellaceae;Ornithinimicrobiaceae;Kytococcaceae;Halobacteriaceae;Demerecviridae;Terrimicrobiaceae;Patulibacteraceae;Tichowtungiaceae;Thiovulaceae;Segniliparaceae;Herpetosiphonaceae;Chitinivibrionaceae;Syntrophorhabdaceae;Desulfocapsaceae;Schitoviridae;Chitinispirillaceae;Smacoviridae;Calotrichaceae;Culicoidibacteraceae;Dermocarpellaceae;Egibacteraceae;Thermoleophilaceae;Drexlerviridae;Candidatus Nanopelagicaceae;Beutenbergiaceae;Chthoniobacteraceae;Steigviridae;Trueperaceae;Polyomaviridae;Tectiviridae;Smithellaceae;Solirubrobacteraceae;Catabacteriaceae;Parachlamydiaceae;Picornaviridae;Dissulfurirhabdaceae;Caliciviridae;Cryptosporangiaceae;Hyellaceae;Geminiviridae;Bradymonadaceae;Methanomicrobiaceae;Desulfonauticaceae;Lentisphaeraceae;Thermolithobacteraceae;Ruaniaceae;Candidatus Cryosericaceae;Desulfurellaceae;Symphyonemataceae;Prochloraceae;Nitratiruptoraceae;Papillomaviridae;Verrucomicrobia subdivision 3;Tristromaviridae;Jonesiaceae;Actinospicaceae;Adenoviridae;Trichocoleusaceae;Kallotenuaceae;Oculatellaceae;Flaviviridae;Poxviridae;Thermoflexaceae;Thermoproteaceae;Phycisphaeraceae;Acaryochloridaceae;Tolypothrichaceae;Alloherpesviridae;Hydrogenimonaceae;Oligosphaeraceae;Partitiviridae;Spirulinaceae;Pontiellaceae;Thermosynechococcaceae;Sporichthyaceae;Rivulariaceae;Acidilobaceae;Guelinviridae;Rountreeviridae;Anaerohalosphaeraceae;Actinopolymorphaceae;Chlorogloeopsidaceae;Cystoviridae
SRR15595321;20527791;0;0;0;13380;0;12071;0;0;0;0;375;0;0;0;0;0;0;0;0;0;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;19;0;0;0;0;0;0;0;154;0;0;0;0;0;0;0;0;0;0;0;0;666;22;0;0;0;1;0;9684;0;0;5582;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;237;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;16;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8867;0;3;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3098;0;0;0;0;0;0;0;0;0;0;0;926;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;292;107;0;0;0;0;0;0;279;686;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;404;0;0;0;0;104;0;0;0;0;0;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR15595249;251;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;123;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;72;1136;0;0;0;0;27;0;16;23;0;0;0;0;0;0;0;1;0;23;0;28;0;0;0;0;0;142;0;68;6;0;0;25;18;1;0;4;128;0;26;0;2070;140;7;165;0;35;0;81688;0;0;2739;13;98;11;0;34;0;53;1;1;0;0;39;68;3;4;1;78;2;39;4;0;0;4;0;2;0;10;8;13;3;5;0;1;0;0;0;0;0;85;6;14;0;0;0;10;0;7;1;1;0;2;0;0;0;0;0;0;0;10;123;0;1;81;73;1;0;2;0;14;0;0;0;0;0;1;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;256;0;3;411;0;5;1;105;0;3;0;1829;9;96201;1;6;0;82;31;0;205;0;0;43;22;3590;1;0;0;0;40;0;0;14;17;205;0;21;25;3;1896;324985;130;0;0;0;3;3;8;0;0;11;0;14;11;0;0;54039;30;0;179835;2333;8;0;12107;0;1;0;0;0;0;739801;19894;0;1;18;16;6840;8;6;0;0;0;459;5;0;0;0;109;2;17;0;45;44;69;0;0;0;8;4;7;216;0;73;0;0;6181;1;19;0;0;0;37;184;1;85524;3;0;1;0;1;21;3398;0;0;0;0;0;0;0;0;61;0;0;0;19;4;0;0;46670;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;6;0;10;2;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;41;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402358;3536;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;150862;0;0;0;0;0;0;14;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;0;1;0;1;2;0;0;0;12;0;3;0;85;0;14;6;23;7094;1;4;0;2;0;162158;4;0;1078;0;81;1;0;7;0;0;0;1;0;0;0;202;0;0;0;53;1;3;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;3;0;0;5;7;0;0;1;0;3;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;169;2;1;26;0;5;0;0;0;0;4;362007;3;0;0;1;0;0;0;0;5;1;0;27697;0;2800;0;0;373;1;2;0;14;0;0;11;0;63;0;0;50;93981;0;0;0;0;0;1;0;2;1;0;0;1;0;0;0;0;20;0;159;0;3;0;15851;0;0;0;33;722;7;2297021;8114;0;0;24;2;39407;1;0;2;0;4700;0;0;0;0;2;2295;1;0;0;0;0;0;0;0;0;0;0;0;132;0;0;238751;0;1577;0;0;0;0;0;0;411;0;20503;80259;0;0;39;0;0;0;0;0;0;0;0;5;0;0;131;0;1;0;0;0;0;0;20213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;294;0;0;0;0;0;0;0;0;0;0;0;0;0;220;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402261;11843;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;343;2;0;355;0;0;0;5;327;6;0;5;0;0;6;1;392;0;0;22;0;0;0;32;0;23;2;396;0;6;9;0;0;2;15;0;34;1;334;0;9;436;880;544;3;716;0;816;342;36393;18;0;158;6;102376;0;0;420;0;6;1;201;12;0;0;82;6;0;0;16;5;19;0;1;1;565;0;0;0;0;0;9;0;9;0;0;0;0;6;0;3;69;418;14;0;6;1;58;0;0;33;0;0;0;0;0;0;0;1;0;0;2;508;0;0;112;1585;466;0;16;0;24;0;0;0;0;0;0;5;0;0;0;1;0;1;0;17;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;495;5;27;417;0;4054;0;110;148260;2;49;108;19;618370;0;0;5;0;0;0;75;10;0;226405;2;1981;0;17;0;2;27;188;0;49;14;3381;0;30;0;2;2612;5293;277;0;0;0;0;2;0;0;0;2;0;11;0;0;0;316;3;0;598;135;0;3904963;2580;0;10;0;4;0;133;2651463;4519;244;1;10;0;0;0;0;0;0;269882;71428;9;0;0;14;122884;13;0;0;0;0;0;0;0;0;69;0;0;754;0;0;0;0;0;0;25;0;0;0;3;669;0;29228;46000;0;1;172;0;0;207;0;1;0;1;0;8;25;0;1200;0;70;0;59;0;0;0;76031;0;9;0;0;0;0;0;0;0;3;4;0;0;0;0;0;0;0;10;0;6;0;0;0;0;0;0;0;10;4;0;0;0;200;0;1;0;0;10;0;0;0;0;0;0;0;0;3948;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402276;7128;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;11;0;0;5;0;9;0;11;0;0;1;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;1041722;0;6;2;0;1;2;69;1;0;1;0;0;0;1;84;5;0;27;0;0;0;21;1;0;78;37;0;117;25;0;0;1;57;0;61;2;741;0;143;103;2218;8685;1;18;1;60;1;14989;39;0;213;12;298;15;0;56;2;137;25;0;0;0;125;2314;104;4;2;152;0;63;174;15;0;3;18;0;0;1;0;0;2;0;1;0;0;0;1;0;0;210;5;25;0;0;0;37;0;9;0;0;0;2;0;2;0;0;2;0;1;83;43;0;0;86;216;59;0;10;1;9;0;0;0;0;0;0;104;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1587;0;0;666;0;306;0;499;4;0;28;705;0;1184;42;51;0;0;0;1;82;15;0;261899;2;26935;9;0;4500;3;48;235;701;81;11;3633;109;0;57;4;12669;457622;0;0;0;153;0;1;2;2;0;33;3;0;0;0;0;3341;27;2;0;12394;2;15559894;70757;0;0;0;179;845;107;12052165;244438;0;1;0;0;0;14;81;0;0;1140541;0;0;0;0;39;457023;2;17;0;24;21;0;0;5;0;9;0;35;924;0;0;4962937;31;10063;0;44;0;0;4;0;306;0;0;741795;1;0;249;3;39;315;3;2;0;19;0;0;33;0;5473;3896;21;0;9;0;0;0;435108;1;0;0;0;0;0;0;0;0;0;4;0;0;7;0;0;0;0;0;0;0;1644;0;1;0;0;0;0;0;0;0;0;0;938;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;480;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
