Sample;Decapoda;Diptera;Primates;Rosales;Solanales;Tubulidentata;Salmoniformes;Asterales;Rodentia;Sapindales;Apiales;Carnivora;Zingiberales;Brassicales;Fagales;Testudines;Gobiiformes;Malpighiales;Poales;Accipitriformes;Eurotiales;Artiodactyla;Comatulida;Arecales;Hymenoptera;Asparagales;Cypriniformes;Ostreida;Squamata;Fabales;Macroscelidea;Malvales;Amphipoda;Lamiales;Vitales;Cucurbitales;Acipenseriformes;Ceratodontiformes;Ranunculales;Caryophyllales;Siphonaptera;Chiroptera;Passeriformes;Mycosphaerellales;Galliformes;Diprotodontia;Dermoptera;Xylariales;Helotiales;Hemiptera;Ixodida;Lepidoptera;Hypocreales;Venerida;Rajiformes;Perissodactyla;Ericales;Pelecaniformes;Neuroptera;Proteales;Mugiliformes;Eulipotyphla;Didelphimorphia;Orthoptera;Phthiraptera;Myrtales;Characiformes;Kurtiformes;Cuculiformes;Gymnophiona;Psittaciformes;Rhynchobdellida;Siluriformes;Gruiformes;Strigeidida;Beloniformes;Scandentia;Microbiotheria;Octopoda;Anura;Chaetothyriales;Araneae;Diaporthales;Apodiformes;Polypteriformes;Cichliformes;Lamniformes;Carcharhiniformes;Pilosa;Anseriformes;Columbiformes;Apusomonadida;Thiotrichales;Mycoplasmoidales;Burkholderiales;Synergistales;Chromatiales;Pseudomonadales;Spirochaetales;Deferribacterales;Methylococcales;Pelagibacterales;Alteromonadales;Kosmotogales;Sphingomonadales;Oceanospirillales;Nevskiales;Endomicrobiales;Vibrionales;Acidobacteriales;Enterobacterales;Cellvibrionales;Sneathiellales;Moraxellales;Aquificales;Cardiobacteriales;Parvularculales;Thermodesulfovibrionales;Hyphomicrobiales;Legionellales;Xanthomonadales;Bryobacterales;Rhodothalassiales;Kordiimonadales;Rickettsiales;Acidithiobacillales;Petrotogales;Hydrogenophilales;Thermotogales;Thermodesulfobacteriales;Pasteurellales;Orbales;Rhodocyclales;Nitrosomonadales;Maricaulales;Brachyspirales;Rhodospirillales;Emcibacterales;Blastocatellales;Rhodobacterales;Fusobacteriales;Leptospirales;Desulfurobacteriales;Micropepsales;Aeromonadales;Coprothermobacterales;Hyphomonadales;Holosporales;Caulobacterales;Thermoplasmatales;Thermoanaerobaculales;Neisseriales;Nitrospirales;Bdellovibrionales;Salinisphaerales;Chrysiogenales;Magnetococcales;Silvanigrellales;Acanthopleuribacterales;Holophagales;Bacteriovoracales;Calditrichales;Mesoaciditogales;Kangiellales;Vicinamibacterales;Mariprofundales;Brevinematales;Iodidimonadales;Immundisolibacterales;Thermotomaculales;Methanomassiliicoccales;Elusimicrobiales;Acidiferrobacterales;Arenicellales;Dictyoglomales;Diplomonadida;Methanonatronarchaeales;Oligoflexales;Ferrovales;Kiloniellales;Thermococcales;Micrococcales;Tubulavirales;Actinomycetales;Entomoplasmatales;Erysipelotrichales;Campylobacterales;Isosphaerales;Acidimicrobiales;Bifidobacteriales;Pleurocapsales;Bacillales;Crassvirales;Thermoanaerobacterales;Petitvirales;Sulfolobales;Eubacteriales;Corynebacteriales;Desulfuromonadales;Propionibacteriales;Geodermatophilales;Micromonosporales;Myxococcales;Glycomycetales;Streptomycetales;Desulfovibrionales;Herpesvirales;Syntrophorhabdales;Lactobacillales;Armatimonadales;Tissierellales;Haloplasmatales;Nautiliales;Coriobacteriales;Caudovirales;Picornavirales;Frankiales;Nostocales;Streptosporangiales;Thermogemmatisporales;Caldilineales;Deinococcales;Bacteroidetes Order II. Incertae sedis;Victivallales;Opitutales;Pseudanabaenales;Rubrobacterales;Acholeplasmatales;Synechococcales;Verrucomicrobiales;Haloferacales;Limnochordales;Gemmatales;Halanaerobiales;Chloroflexales;Durnavirales;Thermales;Desulfobacterales;Vampirovibrionales;Candidatus Borkfalkiales;Fibrobacterales;Actinopolysporales;Solirubrobacterales;Veillonellales;Anaerolineales;Natrialbales;Selenomonadales;Jiangellales;Halobacteriales;Kineosporiales;Pirellulales;Catenulisporales;Mycoplasmatales;Ktedonobacterales;Longimicrobiales;Chlamydiales;Pseudonocardiales;Anaeroplasmatales;Thermosediminibacterales;Methanobacteriales;Cremevirales;Nitrospinales;Acidaminococcales;Gemmatimonadales;Imitervirales;Puniceicoccales;Fimbriimonadales;Parachlamydiales;Syntrophobacterales;Herpetosiphonales;Motilibacterales;Cirlivirales;Planctomycetales;Eggerthellales;Desulfarculales;Chroococcidiopsidales;Ardenticatenales;Sedimentisphaerales;Chthonomonadales;Ortervirales;Amarillovirales;Vinavirales;Kiritimatiellales;Syntrophales;Chitinivibrionales;Desulfuribacillales;Nidovirales;Thermolithobacterales;Natranaerobiales;Dehalococcoidales;Chitinispirillales;Methanosarcinales;Methanomicrobiales;Phycisphaerales;Bradymonadales;Kalamavirales;Desulfurellales;Euzebyales;Zurhausenvirales;Nitriliruptorales;Cryptosporangiales;Lentisphaerales;Candidatus Nanopelagicales;Piccovirales;Ghabrivirales;Gaiellales;Methanococcales;Caldisericales;Thermoproteales;Acidilobales;Algavirales;Terrimicrobiales;Thermoleophilales;Chitovirales;Egicoccales;Trueperales;Geplafuvirales;Tolivirales;Chthoniobacterales;Tichowtungiales;Culicoidibacterales;Sepolyvirales;Candidatus Cryosericales;Spirulinales;Thermomicrobiales;Primavirales;Tepidiformales;Tepidisphaerales;Oligosphaerales;Sporichthyales;Kallotenuales;Egibacterales;Thermoflexales;Nakamurellales;Rowavirales;Mindivirales;Oscillatoriales;Bacteroidales;Chlorobiales;Chroococcales;Marinilabiliales;Cytophagales;Gloeobacterales;Candidatus Nanoperiomorbales;Sphingobacteriales;Ignavibacteriales;Rhodothermales;Flavobacteriales;Candidatus Nanosynbacterales;Chitinophagales;Saprospirales;Opalinata;Candidatus Saccharimonadales;Sphaerobacterales;Balneolales;Candidatus Nanogingivales;Haemosporida;Candidatus Saccharimonales;Bunyavirales;Candidatus Sulfidibacteriales;Dictyosteliales
SRR22402364;0;96;15657;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;0;137945;2486;41;452;181;0;2;55;110;0;332;114;1;0;30;3;30709;9;0;503;9;47;0;0;1461;7;109;0;0;2;88;5;1;0;40;0;886;3;38;18;0;229;467;0;0;496;1087;6;0;0;56;0;0;59;9;0;0;694;0;0;0;5;9;0;0;17;0;0;0;0;0;0;0;0;0;0;0;87;0;0;0;0;0;0;0;0;0;637;4145;391;264;118021;1100;0;16;79183;0;5060;7804;287;399;0;12019554;246;30;339;4;12;18;5;212;67236;0;0;18232;1;2429;0;2;252538;539537;0;9;272;58;0;6;45;15;70598;6;1;3;122;1;1482682;0;9;8;27;0;6;5;15;0;0;42;2;1;5414;1;0;289;0;0;5;5;0;531;0;0;0;49;17;3;33;0;0;322616;0;1;13;0;2;4;0;0;0;1;32265;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;21286969;0;3;10;0;0;0;6;10;4;696;208;299;0;0;0;0;0;8;0;0;0;0;0
SRR15595246;0;0;1907;0;98;0;0;0;138;0;0;0;0;14;0;0;0;0;11;0;0;0;12;79;0;0;1;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3608;492;103;23794;50;0;23;0;21;4;397;47;1;1;136;22;29664;0;0;0;2;10;0;0;1025;1;911;5;0;0;24;0;3;0;34;1;285;7;50;1;50;1;134;0;0;481;62;55;0;0;38;2;0;0;51;0;0;412;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1686;11;14195;17;44405;423;0;3;853575;0;3150;0;371;0;466;5655779;1269;59;351;45;65;64;4;393;63854;0;0;25471;0;152;0;0;317223;5340;0;8;2;109;8;0;69;10;27;2;0;14;14;41;611;49;11;1;24;0;0;37;4;0;4;12;0;5;469502;4;0;7769;1;0;0;30;0;14;0;8;13;61;11;3;8;0;0;614;9;0;0;0;0;7;0;0;0;0;62700;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;530;0;0;0;0;0;10;0;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;60;0;0;340;4;3;256;29;0;0;0;0;0;0;0;0;64;1;0;0
SRR22402346;32;0;4238;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;175365;71;1;280;53;0;13;0;8;3;370;20;33;0;23;16;2066;44;4;45;12;51;0;0;1003;12;39;0;0;0;31;0;16;2;32;0;328;0;3;72;0;0;140;0;2;382;3847;1;1;0;6;0;1;0;51;0;0;190;0;0;0;7;0;0;0;0;0;0;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;275;830;768;0;60870;2422;0;2;46798;0;1169;27474;37;2750;0;8630495;132;13;255;0;12;74;0;103;42694;0;0;10352;0;104;0;1;46015;497700;0;0;12;74;0;4;57;0;19958;0;0;0;7;10;25429;0;0;0;12;0;4;0;5;1;4091;62;1;0;590;20;0;87;0;0;0;0;0;2;1;2;1;2;0;8;0;0;0;276703;0;2;0;0;0;0;0;0;0;0;18405;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;19051483;2;0;10;0;0;0;11;0;0;201;43;1162;0;0;0;0;0;0;0;0;0;0;0
SRR22402298;0;0;1488075;0;0;0;0;0;0;0;0;2;0;0;0;0;0;3;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;225;314562;154;75;734;144;16;10;14;88;0;240;126;0;1;139;3;3925;8;0;39;12;23;0;0;992;6;297;17;0;0;18;13;11;2;24;24;6752;7;13;2;9;87;211;0;1;299;5746;23;1;0;76;0;0;0;17;185;1;133;2;0;0;0;0;0;0;1;0;0;0;1;19;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;873;9604;2943;25;42655;969;4;7;1937574;23;3413;40334;78;2770;0;11307095;633;125;209;2;71;102;1;680;32362;0;0;40019;2;1270;0;2;155213;539137;3;6;31;158;7;6;55;50;92725;0;12;4;23;31;641;0;9;0;12;3;3;27;49;0;258;29;0;0;180789;11;0;480;0;24;7;16;1;69;0;11;0;90;2;75;15738;0;0;275;11;0;1;1;0;7;0;0;0;0;44181;1;1;0;1;0;0;0;0;7;2;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18391489;1;3;234;0;0;0;306;0;1;1036;0;271;0;0;21;0;1;0;0;0;0;0;0
SRR22402270;0;3;12038;1;0;0;0;0;0;0;0;62;0;0;0;0;0;0;6;0;0;171;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;5;277300;210;82;756;110;3;28;11;69;0;951;103;64;0;84;25;27813;79;11;59;57;104;0;0;2609;1;139;0;0;15;120;5;25;0;53;27;683;3;199;24;5;91;636;0;0;1028;128;14;1;0;51;0;2;29;137;0;0;346;0;0;0;8;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1584;7767;659;23;55926;278;0;138;1380;2;8046;33608;152;199;0;9918366;757;356;1058;2;21;76;16;315;79076;0;0;77557;0;262;0;13;90096;619017;0;13;23;96;0;32;160;2;101793;6;11;7;6;19;320;0;6;0;28;6;8;45;78;4;825;113;2;2;158988;18;0;670;0;170;16;17;0;22;0;19;0;272;0;7;0;0;0;227;163;0;0;0;0;0;0;0;0;0;18207;9;0;0;15;3;0;0;0;1;0;0;0;0;0;0;12;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;39;16755448;0;0;0;390;0;0;0;0;4;392;15;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402296;0;0;38223;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;35;0;966722;471;39;2052;126;55;32;0;49;2;452;136;24;0;135;10;8283;26;36;1972;33;24;0;0;1505;47;239;34;0;0;216;5;30;1;40;0;34868;3;39;17;10;1;428;1;1;708;296;27;1;0;85;0;0;137;11;0;0;209;0;5;0;6;0;0;1;9;1;0;0;0;0;2;0;0;0;0;2;0;0;0;0;0;0;12;0;0;0;906;17034;639;7;90284;246;0;31;45634;0;4813;26793;97;1659;0;13654462;402;63;314;3;38;76;10;303;56807;0;0;23373;0;330;0;3;148836;639426;0;1;7;93;9;27;124;0;37131;7;1;10;0;38;28048;0;4;0;19;1;4;38;98;0;20849;64;0;0;7382;24;19;610;0;24;14;12;0;46;0;13;0;110;0;57;6063;0;0;872392;12;2;0;0;0;0;1;0;0;0;42463;2;0;1;11;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;33325040;5;7;156;637;0;0;1028;0;1;2488;131;68;5;0;16;0;0;0;0;0;0;0;0
SRR22402302;0;1;8707;0;0;0;1;0;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;894825;25;24;8004;17;0;20;0;16;0;21;23;0;0;4;0;303115;2;0;39;0;0;0;0;61;5;34;0;0;0;52;0;0;2;14;0;3173;0;0;3;0;0;9;0;0;22;282;9;2;0;6;1;0;0;2;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;686;4375;1909;0;68545;59274;0;0;248138;0;2520;1123564;17;505;0;8613018;150;21;211;3;0;0;0;61;42;0;0;35703;0;505;0;0;91796;1928850;0;0;34;9;0;0;10;0;7;0;5;1;2;0;1587;0;0;0;2;0;0;4;0;0;0;0;1;0;827868;1;0;1693;0;0;5;0;0;0;0;0;1;3;0;0;0;0;0;40;0;0;0;0;0;0;0;0;0;0;63054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42831626;0;3;0;31;0;3;4;0;0;86;113;40419;0;0;0;0;0;0;0;0;0;0;0
SRR22402288;0;0;34409;0;0;0;0;11;0;0;0;126;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;34;41;715875;279;17;989;148;0;30;5;72;8;1611;89;115;0;178;5;190009;171;0;1139;81;197;0;0;3679;39;199;0;5;0;222;192;19;5;38;6;6422;5;23;4;2;205;587;0;6;1270;193;11;12;0;49;1;1;0;7;1;2;496;0;0;0;30;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1327;11866;1807;19;43794;574;0;4;827284;0;4801;2698;211;245;0;11861395;320;27;41;2;41;60;16;126;216566;0;0;189883;2;710;0;3;1225;697881;0;4;100;52;0;48;180;3;0;5;8;11;1;3;317526;0;0;2;15;0;3;25;274;4;8436;262;0;1;285387;7;1;488;0;16;14;1;0;86;1;15;0;38;0;37;0;0;1;148;0;32;1;1;0;1;0;0;0;0;75922;0;0;0;23;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31;16919195;5;0;50;88;1;0;40;0;0;524;182;99;0;0;0;0;1;0;0;0;0;0;0
SRR22402284;0;3;79122;37;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;102;0;783636;35;20;380;124;0;6;0;18;0;336;33;0;0;19;3;3374;0;0;344;5;0;0;0;1170;1;74;0;1;0;92;19;2;1;22;0;1290;1;13;119;0;0;380;0;0;480;60;1;0;0;11;0;0;82;29;0;0;68;0;0;0;0;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;450;1380;3318;1;101764;328;0;1;933759;0;844;57836;30;1154;0;7024940;228;35;231;6;33;144;4;86;82761;0;0;18547;0;42;0;0;4049;241856;0;1;115;105;0;1;13;0;643;0;0;11;3;4;1596;0;0;0;11;0;0;5;6;0;1344;12;0;0;145161;0;0;248;0;0;0;0;0;13;0;0;1;27;1;2;4;0;0;51321;0;0;0;0;0;0;0;0;0;0;62487;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20691230;0;1;71;581;6;0;0;0;0;179;0;158;0;0;0;0;1;0;0;0;0;0;0
SRR22402382;0;0;96604;0;0;0;0;13;0;0;0;46;1;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;51;56;18680;72123;102;1141;101;1;118;0;60;2;465;126;25;1;154;7;1005750;2;0;245;1;9;0;0;1728;43;362;0;0;0;9;2;23;14;45;108;34;3;52;70;2;1;335;8;4;634;64;1;0;0;290;2;8;8;183;31;3;262;5;0;0;0;0;0;0;86;0;0;0;0;0;14;0;0;0;0;802;0;2;0;0;0;0;0;0;0;0;1652;30707;4988;37;301246;286;1;61;2124;1;3294;51497;79;490;0;10549118;1300;337;534;45;246;136;2;808;406;0;0;26979;0;28189;0;0;165803;818925;0;31;51;416;0;5;49;52;64725;7;0;21;1;56;521;62;2;1;7;2;22;108;59;0;67685;67;0;2;4571;36;23;619;0;48;0;46;0;106;46;31;0;230;0;3;556678;0;0;41317;6;0;12;0;0;0;0;3;0;0;35486;0;0;0;2;1;0;0;0;8;0;0;0;0;1;0;0;0;35;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9260852;0;1;67;0;0;1;138;0;1;905;0;96;6;0;0;0;0;0;0;0;0;0;0
SRR15595271;0;0;1160;0;0;0;0;0;36;0;0;0;0;0;0;0;0;0;204;0;0;0;0;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1979;33;49;1042;25;0;41;0;53;0;109;7;0;0;48;16;24894;0;0;0;0;0;0;0;268;1;47;0;0;0;2;2;2;2;8;1;272;0;4;1;0;4;69;0;2;43;7;4;0;0;53;2;0;0;28;0;0;57;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3557;0;41731;0;49345;436;3;3;5362603;0;1160;0;31;1;34;5569139;1019;20;402;7;36;17;11;251;3935;0;0;91382;5;151;0;0;71712;220;0;2;2;61;0;2;53;42;0;2;0;19;4;14;38856;0;0;0;7;1;0;4;8;1;80;4;1;1;1018;0;0;118;3;0;0;0;0;4;2;1;0;26;0;3;72;0;1;10251;1;0;0;0;0;1;0;0;0;0;499401;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;65;1;3;0;0;0;20;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1968010;0;0;1;30;0;0;52;0;0;27;0;3;0;0;0;0;0;0;0;22;0;0;0
SRR22402329;0;0;9051;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;1;215939;1904;117;229;29;0;5;0;61;0;160;56;6;0;5;17;187012;4;0;3707;2;3;0;0;563;0;67;0;0;0;29;4;1;0;11;0;259;0;25;4;7;17;85;0;0;112;215;9;0;0;28;0;0;17;11;0;0;65;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;879;9208;1534;1;65001;221;0;0;19178;0;1291;8261;6;78;0;5635695;155;38;43;2;4;14;0;260;146832;1;0;59633;0;392;0;0;42903;210866;3;0;15;74;0;0;26;2;48;0;6;3;2;4;57;0;4;1;0;0;4;0;2;0;10258;7;0;0;857;0;0;73;0;0;7;0;0;2;0;0;0;52;0;0;446;0;2;155806;0;0;4;0;0;0;0;0;0;0;21106;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;42;0;1;0;8;0;0;0;3;2;0;213;309;7;5;0;0;0;0;0;0;0;0;0;0
SRR15595247;0;0;7284849;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;2297;0;0;0;2;0;0;2;0;0;0;114;0;4166;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;2;0;38;8;0;0;196;0;3532;0;0;0;36;602;988;0;4;0;0;0;0;13;0;0;0;402;0;0;0;0;84;0;0;0;0;159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRR22402348;0;0;4473;0;1;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;269106;8;5;117;13;0;0;0;16;1;60;18;0;0;11;1;44365;3;0;3994;2;0;0;1;809;0;49;0;0;3;207;0;0;0;3;0;117;0;0;2;0;0;52;0;0;350;133;28;0;0;9;0;0;140;52;0;0;92;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;142;4119;1408;1;218153;91;0;1;930920;0;1202;57666;17;121;0;7198425;110;6;56;0;4;5;0;28;50920;0;0;25672;0;155;0;0;25070;209188;0;0;4;7;0;0;4;0;5674;0;0;4;1;0;592282;0;0;0;2;0;1;1;2;0;25804;1;0;1;22632;1;0;176;0;0;0;0;0;8;0;12;0;3;0;2;0;0;0;137751;1;1;0;0;0;0;0;0;0;0;140608;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22018129;0;0;23;28;0;0;11;48;0;106;51;21;0;0;0;0;0;0;0;0;0;0;0
